source,to,score
resp1990,resp3180,4.0
resp1993,resp5657,3.0
resp1993,resp326,3.0
resp1995,resp2567,5.0
resp1995,resp4774,5.0
resp1995,resp595,5.0
resp1995,resp2830,5.0
resp1996,resp4049,4.0
resp1996,resp2049,4.0
resp1997,resp5539,5.0
resp1997,resp703,5.0
resp1997,resp5199,5.0
resp1997,resp4654,4.0
resp2001,resp2748,2.0
resp2001,resp3545,5.0
resp2002,resp2303,5.0
resp2003,resp1776,4.0
resp2005,resp5988,5.0
resp2010,resp466,4.0
resp2010,resp4878,3.0
resp2012,resp5,5.0
resp2012,resp494,5.0
resp2013,resp5663,3.0
resp2015,resp51,
resp2015,resp4199,
resp2015,resp1137,
resp2015,resp3148,
resp2018,resp1556,
resp2018,resp4761,
resp2018,resp4995,
resp2018,resp38,
resp2021,resp169,5.0
resp2022,resp3796,4.0
resp2023,resp28,4.0
resp2023,resp4298,4.0
resp2023,resp6086,4.0
resp2025,resp819,5.0
resp2025,resp4935,5.0
resp2025,resp2300,5.0
resp2025,resp4166,5.0
resp2027,resp4657,4.0
resp2027,resp5539,4.0
resp2027,resp3804,4.0
resp2027,resp484,4.0
resp2028,resp3575,5.0
resp2028,resp541,5.0
resp2028,resp3885,5.0
resp2029,resp96,5.0
resp2029,resp1071,5.0
resp2029,resp1376,5.0
resp2029,resp5657,5.0
resp2031,resp4774,4.0
resp2031,resp2300,5.0
resp2034,resp1170,5.0
resp2039,resp5617,5.0
resp2039,resp4571,5.0
resp2043,resp5850,4.0
resp2045,resp5545,5.0
resp2045,resp5880,5.0
resp2045,resp1228,5.0
resp2045,resp793,5.0
resp2047,resp5657,4.0
resp2047,resp1376,5.0
resp2047,resp326,3.0
resp2048,resp2831,5.0
resp2048,resp3545,5.0
resp2048,resp1908,4.0
resp2050,resp5311,5.0
resp2050,resp3562,5.0
resp2055,resp2249,5.0
resp2056,resp2983,5.0
resp2056,resp4169,5.0
resp2056,resp558,5.0
resp2056,resp4306,4.0
resp2061,resp2332,5.0
resp2061,resp5466,5.0
resp2066,resp3893,4.0
resp2066,resp4308,4.0
resp2067,resp5351,2.0
resp2067,resp4926,4.0
resp2067,resp6061,3.0
resp2068,resp3545,4.0
resp2068,resp2831,3.0
resp2068,resp4789,3.0
resp2068,resp3524,4.0
resp2069,resp1316,5.0
resp2072,resp1185,5.0
resp2072,resp2654,5.0
resp2072,resp1121,5.0
resp2073,resp3620,5.0
resp2073,resp1606,5.0
resp2074,resp4088,4.0
resp2074,resp11,5.0
resp2074,resp411,5.0
resp2079,resp309,4.0
resp2079,resp5376,4.0
resp2084,resp3959,5.0
resp2085,resp2386,5.0
resp2085,resp2804,5.0
resp2085,resp5545,4.0
resp2088,resp4418,5.0
resp2088,resp2954,5.0
resp2088,resp1606,5.0
resp2088,resp3402,5.0
resp2089,resp5153,5.0
resp2090,resp6098,5.0
resp2090,resp5586,4.0
resp2091,resp3520,5.0
resp2092,resp4923,
resp2092,resp169,
resp2094,resp2816,5.0
resp2095,resp2066,3.0
resp2098,resp2461,5.0
resp2098,resp2746,4.0
resp2100,resp3280,3.0
resp2100,resp4374,5.0
resp2104,resp2816,5.0
resp2104,resp2885,5.0
resp2106,resp2339,5.0
resp2115,resp4363,5.0
resp2117,resp4574,4.0
resp2117,resp469,4.0
resp2117,resp188,4.0
resp2120,resp5226,5.0
resp2120,resp3545,5.0
resp2120,resp2831,4.0
resp2120,resp1121,4.0
resp2121,resp514,5.0
resp2121,resp3356,5.0
resp2121,resp3494,4.0
resp2121,resp3315,4.0
resp2124,resp742,5.0
resp2124,resp4649,5.0
resp2124,resp3010,4.0
resp2124,resp5244,5.0
resp2125,resp742,
resp2125,resp3752,
resp2128,resp4574,5.0
resp2128,resp5586,5.0
resp2129,resp750,5.0
resp2129,resp1346,5.0
resp2129,resp1550,4.0
resp2131,resp4001,1.0
resp2131,resp4774,3.0
resp2131,resp4326,2.0
resp2131,resp3989,1.0
resp2133,resp494,4.0
resp2133,resp2339,4.0
resp2133,resp5,4.0
resp2134,resp1841,5.0
resp2134,resp4801,4.0
resp2134,resp5816,4.0
resp2135,resp3756,5.0
resp2135,resp5094,4.0
resp2135,resp1913,4.0
resp2135,resp3221,4.0
resp2140,resp2373,5.0
resp2141,resp5965,5.0
resp2141,resp698,5.0
resp2141,resp399,5.0
resp2143,resp2983,5.0
resp2143,resp1376,5.0
resp2143,resp2947,5.0
resp2143,resp5488,5.0
resp2144,resp85,5.0
resp2144,resp1569,5.0
resp2144,resp4914,4.0
resp2144,resp4495,4.0
resp2147,resp1282,5.0
resp2147,resp232,5.0
resp2147,resp1472,5.0
resp2147,resp4804,5.0
resp2149,resp4935,4.0
resp2149,resp2300,4.0
resp2149,resp2461,4.0
resp2149,resp6009,4.0
resp2152,resp1316,5.0
resp2152,resp4169,3.0
resp2153,resp5465,4.0
resp2154,resp553,1.0
resp2154,resp675,1.0
resp2159,resp2804,5.0
resp2159,resp1071,5.0
resp2159,resp96,5.0
resp2160,resp608,4.0
resp2160,resp4390,4.0
resp2160,resp4484,3.0
resp2161,resp1376,4.0
resp2161,resp1071,4.0
resp2163,resp4390,4.0
resp2163,resp608,3.0
resp2164,resp4761,3.0
resp2170,resp4809,5.0
resp2170,resp2491,4.0
resp2173,resp2804,5.0
resp2173,resp1071,5.0
resp2173,resp96,5.0
resp2173,resp1376,5.0
resp2176,resp2831,5.0
resp2176,resp4789,4.0
resp2176,resp3545,5.0
resp2176,resp1121,4.0
resp2178,resp4495,5.0
resp2178,resp4724,5.0
resp2178,resp85,5.0
resp2178,resp4914,5.0
resp2181,resp5977,4.0
resp2181,resp5965,4.0
resp2182,resp2954,5.0
resp2182,resp1606,5.0
resp2183,resp2979,5.0
resp2183,resp3809,5.0
resp2183,resp3752,
resp2188,resp4748,5.0
resp2188,resp2343,1.0
resp2191,resp848,3.0
resp2194,resp5545,5.0
resp2194,resp2865,5.0
resp2194,resp96,5.0
resp2194,resp368,5.0
resp2195,resp546,5.0
resp2196,resp5941,5.0
resp2196,resp5497,5.0
resp2196,resp4256,3.0
resp2196,resp4141,3.0
resp2197,resp1467,5.0
resp2197,resp1595,4.0
resp2197,resp5526,3.0
resp2200,resp1282,5.0
resp2203,resp737,5.0
resp2204,resp2562,5.0
resp2204,resp4086,5.0
resp2204,resp415,5.0
resp2204,resp4915,5.0
resp2207,resp5398,5.0
resp2207,resp4809,5.0
resp2209,resp5871,5.0
resp2209,resp5857,5.0
resp2209,resp995,5.0
resp2209,resp2827,5.0
resp2213,resp2545,3.0
resp2218,resp4571,5.0
resp2219,resp1385,5.0
resp2219,resp1224,5.0
resp2219,resp1161,5.0
resp2219,resp4759,4.0
resp2220,resp3192,5.0
resp2220,resp4612,5.0
resp2221,resp1411,4.0
resp2221,resp3182,4.0
resp2221,resp5629,4.0
resp2222,resp2824,2.0
resp2222,resp2834,4.0
resp2234,resp474,5.0
resp2235,resp1786,5.0
resp2235,resp5488,5.0
resp2236,resp1472,5.0
resp2236,resp4374,5.0
resp2236,resp3280,5.0
resp2237,resp3520,4.0
resp2238,resp143,4.0
resp2239,resp1944,5.0
resp2242,resp3520,2.0
resp2243,resp5545,5.0
resp2243,resp3230,5.0
resp2243,resp1019,5.0
resp2244,resp608,
resp2244,resp819,
resp2244,resp1097,
resp2244,resp4352,
resp2248,resp3238,5.0
resp2248,resp1382,5.0
resp2253,resp2072,3.0
resp2253,resp848,3.0
resp2256,resp2003,2.0
resp2260,resp5488,5.0
resp2260,resp1825,5.0
resp2260,resp1786,5.0
resp2260,resp1376,5.0
resp2264,resp1152,5.0
resp2264,resp51,4.0
resp2264,resp1164,5.0
resp2265,resp2860,
resp2266,resp5520,4.0
resp2267,resp624,
resp2268,resp4903,5.0
resp2269,resp346,4.0
resp2273,resp2330,5.0
resp2273,resp1583,4.0
resp2273,resp1828,5.0
resp2275,resp328,
resp2275,resp2918,
resp2279,resp3221,5.0
resp2279,resp2659,5.0
resp2282,resp193,4.0
resp2282,resp328,2.0
resp2284,resp608,5.0
resp2284,resp4774,5.0
resp2284,resp4935,5.0
resp2284,resp5831,5.0
resp2285,resp1185,3.0
resp2285,resp2072,3.0
resp2285,resp1892,3.0
resp2285,resp4148,3.0
resp2288,resp3608,5.0
resp2288,resp1065,3.0
resp2288,resp1287,5.0
resp2288,resp3316,4.0
resp2289,resp3356,5.0
resp2289,resp4759,5.0
resp2290,resp1210,5.0
resp2290,resp1147,5.0
resp2290,resp2249,5.0
resp2292,resp3198,2.0
resp2293,resp3427,1.0
resp2293,resp4794,2.0
resp2294,resp1210,3.0
resp2294,resp3,4.0
resp2295,resp5787,
resp2300,resp2461,5.0
resp2300,resp3989,5.0
resp2300,resp1534,5.0
resp2300,resp689,5.0
resp2302,resp3458,5.0
resp2302,resp1606,5.0
resp2302,resp2746,5.0
resp2302,resp2249,5.0
resp2303,resp2066,2.0
resp2303,resp2746,4.0
resp2305,resp4643,4.0
resp2309,resp3356,5.0
resp2309,resp3494,5.0
resp2310,resp1318,3.0
resp2310,resp2152,5.0
resp2312,resp5349,5.0
resp2312,resp2072,5.0
resp2312,resp1121,3.0
resp2312,resp2654,3.0
resp2314,resp6016,5.0
resp2318,resp2562,5.0
resp2318,resp1379,5.0
resp2318,resp415,5.0
resp2318,resp867,5.0
resp2319,resp354,3.0
resp2319,resp3159,4.0
resp2319,resp1188,3.0
resp2322,resp3006,5.0
resp2322,resp5153,5.0
resp2322,resp1701,5.0
resp2322,resp1613,5.0
resp2324,resp541,5.0
resp2326,resp2378,4.0
resp2328,resp2950,5.0
resp2328,resp4369,4.0
resp2328,resp5584,4.0
resp2328,resp469,4.0
resp2330,resp1038,5.0
resp2330,resp1841,5.0
resp2330,resp2681,5.0
resp2330,resp2343,5.0
resp2333,resp1772,5.0
resp2333,resp4426,5.0
resp2333,resp3447,5.0
resp2333,resp4809,5.0
resp2334,resp5545,4.0
resp2334,resp1376,5.0
resp2334,resp2983,5.0
resp2335,resp2461,5.0
resp2335,resp4935,5.0
resp2335,resp3055,5.0
resp2336,resp488,4.0
resp2336,resp2300,4.0
resp2339,resp494,
resp2339,resp2696,
resp2339,resp5030,
resp2339,resp6220,
resp2343,resp1038,5.0
resp2343,resp3194,5.0
resp2343,resp1841,5.0
resp2343,resp3752,5.0
resp2344,resp4643,5.0
resp2345,resp2159,4.0
resp2345,resp1007,3.0
resp2346,resp1908,5.0
resp2346,resp1420,5.0
resp2346,resp2657,5.0
resp2348,resp346,4.0
resp2350,resp2834,4.0
resp2350,resp2824,4.0
resp2354,resp2887,3.0
resp2360,resp3797,5.0
resp2361,resp2003,5.0
resp2364,resp4169,5.0
resp2366,resp5657,5.0
resp2366,resp326,5.0
resp2369,resp232,5.0
resp2369,resp2792,5.0
resp2369,resp149,5.0
resp2369,resp1472,5.0
resp2373,resp2461,5.0
resp2377,resp2461,4.0
resp2377,resp2746,4.0
resp2378,resp3111,4.0
resp2381,resp4908,
resp2381,resp5868,
resp2383,resp5586,5.0
resp2383,resp2128,5.0
resp2384,resp621,5.0
resp2386,resp2804,5.0
resp2386,resp6114,5.0
resp2386,resp2435,2.0
resp2386,resp854,2.0
resp2389,resp965,5.0
resp2390,resp4275,5.0
resp2394,resp3756,5.0
resp2397,resp2746,3.0
resp2397,resp2461,4.0
resp2403,resp4643,5.0
resp2403,resp4308,5.0
resp2403,resp3893,5.0
resp2403,resp1829,5.0
resp2404,resp3494,5.0
resp2404,resp2617,5.0
resp2404,resp3356,5.0
resp2404,resp4759,5.0
resp2407,resp4483,5.0
resp2407,resp3140,5.0
resp2407,resp4600,5.0
resp2408,resp5727,5.0
resp2410,resp2545,5.0
resp2413,resp3280,5.0
resp2413,resp2720,5.0
resp2413,resp1588,5.0
resp2413,resp920,5.0
resp2416,resp5484,5.0
resp2416,resp4670,5.0
resp2416,resp4891,5.0
resp2416,resp4471,5.0
resp2417,resp2475,5.0
resp2417,resp1060,3.0
resp2419,resp4704,5.0
resp2419,resp534,5.0
resp2419,resp3267,5.0
resp2419,resp1894,5.0
resp2420,resp6026,
resp2420,resp1723,
resp2420,resp2890,
resp2420,resp3808,
resp2421,resp4759,5.0
resp2421,resp505,5.0
resp2421,resp3356,5.0
resp2421,resp3494,5.0
resp2422,resp6078,4.0
resp2422,resp1911,4.0
resp2422,resp2854,4.0
resp2423,resp328,3.0
resp2423,resp2918,5.0
resp2424,resp91,4.0
resp2424,resp6174,4.0
resp2424,resp2838,3.0
resp2427,resp3545,4.0
resp2427,resp1804,5.0
resp2427,resp1391,5.0
resp2427,resp2831,5.0
resp2430,resp1968,5.0
resp2430,resp2804,5.0
resp2432,resp4962,5.0
resp2432,resp96,5.0
resp2432,resp2804,5.0
resp2432,resp1060,5.0
resp2435,resp1376,5.0
resp2435,resp5850,5.0
resp2435,resp4479,5.0
resp2435,resp2475,5.0
resp2438,resp2373,5.0
resp2438,resp2461,5.0
resp2439,resp4373,5.0
resp2439,resp608,5.0
resp2439,resp4349,5.0
resp2439,resp3989,5.0
resp2440,resp4800,5.0
resp2440,resp1841,5.0
resp2443,resp6119,5.0
resp2443,resp634,4.0
resp2443,resp1904,4.0
resp2443,resp413,5.0
resp2444,resp3280,5.0
resp2444,resp2720,5.0
resp2444,resp920,5.0
resp2444,resp4374,5.0
resp2445,resp3505,
resp2447,resp3356,5.0
resp2447,resp1569,5.0
resp2447,resp4426,5.0
resp2447,resp4724,1.0
resp2450,resp1908,5.0
resp2450,resp1420,5.0
resp2451,resp3280,5.0
resp2451,resp4374,5.0
resp2451,resp1472,5.0
resp2451,resp2720,5.0
resp2453,resp4056,3.0
resp2453,resp5726,5.0
resp2454,resp4774,4.0
resp2454,resp5537,4.0
resp2454,resp5130,4.0
resp2459,resp1925,5.0
resp2459,resp19,5.0
resp2459,resp4169,5.0
resp2461,resp6009,5.0
resp2461,resp1060,5.0
resp2461,resp1210,5.0
resp2462,resp2950,4.0
resp2462,resp4574,5.0
resp2462,resp4369,4.0
resp2462,resp4592,5.0
resp2465,resp4927,3.0
resp2468,resp4169,5.0
resp2468,resp5410,4.0
resp2468,resp19,5.0
resp2468,resp5465,1.0
resp2469,resp2562,5.0
resp2469,resp4809,5.0
resp2475,resp6009,5.0
resp2475,resp5580,3.0
resp2475,resp1060,3.0
resp2475,resp689,4.0
resp2479,resp5970,5.0
resp2479,resp2872,5.0
resp2480,resp1723,5.0
resp2481,resp4761,5.0
resp2481,resp1071,5.0
resp2481,resp2441,5.0
resp2481,resp1259,5.0
resp2483,resp399,4.0
resp2483,resp5965,4.0
resp2484,resp96,4.0
resp2487,resp3315,5.0
resp2489,resp1185,5.0
resp2489,resp1121,5.0
resp2489,resp2831,5.0
resp2489,resp2048,5.0
resp2490,resp2072,3.0
resp2490,resp1185,3.0
resp2490,resp1210,4.0
resp2492,resp5731,5.0
resp2492,resp1210,4.0
resp2494,resp2816,5.0
resp2494,resp5298,5.0
resp2498,resp2903,5.0
resp2500,resp5083,5.0
resp2500,resp4881,5.0
resp2501,resp5941,5.0
resp2501,resp494,5.0
resp2501,resp5497,5.0
resp2501,resp2339,5.0
resp2502,resp5727,4.0
resp2502,resp745,3.0
resp2503,resp1723,5.0
resp2503,resp3431,4.0
resp2506,resp3198,5.0
resp2506,resp3333,5.0
resp2506,resp2438,5.0
resp2506,resp1434,5.0
resp2507,resp5822,5.0
resp2507,resp1652,5.0
resp2509,resp206,5.0
resp2510,resp3414,4.0
resp2510,resp3229,3.0
resp2513,resp5944,5.0
resp2513,resp3977,5.0
resp2513,resp1067,5.0
resp2514,resp4704,5.0
resp2514,resp738,5.0
resp2514,resp534,5.0
resp2517,resp6119,4.0
resp2517,resp3378,4.0
resp2517,resp2693,4.0
resp2517,resp5507,4.0
resp2522,resp3608,5.0
resp2522,resp1121,4.0
resp2525,resp1534,5.0
resp2526,resp4374,5.0
resp2526,resp3280,5.0
resp2530,resp5617,5.0
resp2530,resp2039,5.0
resp2530,resp4571,5.0
resp2530,resp2834,5.0
resp2532,resp2654,5.0
resp2532,resp169,5.0
resp2532,resp1185,5.0
resp2532,resp4923,3.0
resp2533,resp1161,5.0
resp2533,resp1224,5.0
resp2533,resp700,5.0
resp2535,resp2378,4.0
resp2540,resp91,5.0
resp2541,resp1316,5.0
resp2541,resp4169,4.0
resp2541,resp2983,4.0
resp2541,resp2828,4.0
resp2542,resp1944,5.0
resp2543,resp1376,5.0
resp2543,resp96,5.0
resp2543,resp2339,5.0
resp2543,resp3365,4.0
resp2545,resp2039,4.0
resp2545,resp5267,4.0
resp2545,resp5884,4.0
resp2545,resp3961,4.0
resp2548,resp2300,4.0
resp2548,resp5390,4.0
resp2548,resp2461,4.0
resp2548,resp689,4.0
resp2549,resp231,4.0
resp2549,resp1410,4.0
resp2549,resp3280,4.0
resp2549,resp4374,4.0
resp2552,resp4326,5.0
resp2552,resp3851,5.0
resp2552,resp3734,5.0
resp2552,resp5788,5.0
resp2555,resp1376,5.0
resp2555,resp96,5.0
resp2555,resp2804,5.0
resp2555,resp1071,5.0
resp2557,resp1371,4.0
resp2557,resp6221,3.0
resp2558,resp1723,5.0
resp2558,resp2890,4.0
resp2558,resp2480,4.0
resp2558,resp3431,5.0
resp2559,resp6009,5.0
resp2559,resp6113,5.0
resp2559,resp2461,5.0
resp2559,resp3448,5.0
resp2563,resp4799,5.0
resp2563,resp5523,5.0
resp2563,resp1210,3.0
resp2563,resp1641,3.0
resp2566,resp2378,5.0
resp2566,resp2940,5.0
resp2567,resp595,4.0
resp2567,resp4774,4.0
resp2567,resp3365,4.0
resp2567,resp608,4.0
resp2571,resp2012,5.0
resp2571,resp2133,5.0
resp2571,resp5,1.0
resp2572,resp3665,5.0
resp2572,resp3756,5.0
resp2572,resp3508,5.0
resp2572,resp4284,5.0
resp2575,resp2950,5.0
resp2575,resp4574,5.0
resp2576,resp1879,5.0
resp2577,resp608,5.0
resp2577,resp4484,5.0
resp2577,resp4390,5.0
resp2577,resp2160,5.0
resp2578,resp4214,5.0
resp2580,resp5913,4.0
resp2581,resp5484,5.0
resp2581,resp1534,5.0
resp2582,resp4812,5.0
resp2585,resp1075,5.0
resp2592,resp1282,5.0
resp2592,resp232,5.0
resp2593,resp2378,3.0
resp2595,resp6103,5.0
resp2595,resp870,5.0
resp2596,resp3989,5.0
resp2596,resp608,5.0
resp2596,resp5831,5.0
resp2596,resp4543,5.0
resp2597,resp2595,4.0
resp2597,resp3366,4.0
resp2597,resp6103,4.0
resp2597,resp5991,4.0
resp2599,resp999,3.0
resp2599,resp1615,5.0
resp2599,resp4045,3.0
resp2601,resp2461,5.0
resp2602,resp4774,5.0
resp2604,resp1559,1.0
resp2605,resp3955,5.0
resp2608,resp51,4.0
resp2608,resp2017,5.0
resp2608,resp1510,4.0
resp2611,resp5730,5.0
resp2613,resp5586,2.0
resp2613,resp2128,4.0
resp2614,resp1376,4.0
resp2617,resp3494,5.0
resp2617,resp3356,5.0
resp2618,resp689,5.0
resp2618,resp6009,5.0
resp2620,resp96,5.0
resp2620,resp2983,5.0
resp2620,resp5488,5.0
resp2620,resp2804,5.0
resp2624,resp2947,5.0
resp2624,resp1785,5.0
resp2630,resp5657,5.0
resp2630,resp4837,4.0
resp2630,resp326,4.0
resp2630,resp230,5.0
resp2632,resp947,5.0
resp2633,resp3031,1.0
resp2637,resp5787,5.0
resp2637,resp2295,5.0
resp2639,resp2562,5.0
resp2643,resp536,5.0
resp2643,resp2856,5.0
resp2643,resp597,3.0
resp2644,resp6220,5.0
resp2644,resp5481,5.0
resp2646,resp5913,5.0
resp2647,resp170,5.0
resp2647,resp5535,5.0
resp2649,resp3989,4.0
resp2650,resp1376,4.0
resp2650,resp2983,4.0
resp2653,resp5539,
resp2653,resp4657,
resp2653,resp3804,
resp2654,resp2072,5.0
resp2655,resp426,5.0
resp2655,resp1598,5.0
resp2655,resp5200,5.0
resp2658,resp5629,4.0
resp2659,resp3221,5.0
resp2659,resp3447,4.0
resp2661,resp1814,5.0
resp2661,resp546,5.0
resp2664,resp91,
resp2664,resp6174,
resp2666,resp4592,4.0
resp2666,resp6255,4.0
resp2666,resp2991,4.0
resp2666,resp2950,3.0
resp2671,resp1644,5.0
resp2671,resp1214,5.0
resp2671,resp1071,5.0
resp2671,resp2235,5.0
resp2673,resp2773,4.0
resp2673,resp1476,3.0
resp2673,resp3171,3.0
resp2677,resp6134,5.0
resp2681,resp1038,5.0
resp2681,resp1841,4.0
resp2681,resp3194,4.0
resp2681,resp3752,4.0
resp2685,resp466,5.0
resp2685,resp5577,4.0
resp2685,resp1048,5.0
resp2685,resp2441,4.0
resp2688,resp916,3.0
resp2688,resp2991,5.0
resp2688,resp2950,5.0
resp2688,resp4369,5.0
resp2694,resp2486,4.0
resp2695,resp1598,5.0
resp2695,resp5200,3.0
resp2695,resp4038,3.0
resp2695,resp608,5.0
resp2696,resp1210,5.0
resp2696,resp2249,5.0
resp2696,resp460,5.0
resp2696,resp6009,5.0
resp2699,resp4442,5.0
resp2699,resp1559,5.0
resp2699,resp4754,5.0
resp2699,resp2119,5.0
resp2700,resp3955,4.0
resp2700,resp1853,4.0
resp2700,resp142,4.0
resp2707,resp1210,5.0
resp2708,resp2903,5.0
resp2708,resp3756,4.0
resp2712,resp1420,4.0
resp2712,resp1933,3.0
resp2712,resp1908,3.0
resp2712,resp4758,4.0
resp2714,resp848,3.0
resp2714,resp1185,3.0
resp2715,resp4571,5.0
resp2716,resp188,5.0
resp2717,resp5123,4.0
resp2718,resp2072,5.0
resp2718,resp2285,5.0
resp2718,resp4476,5.0
resp2718,resp1185,5.0
resp2719,resp312,4.0
resp2719,resp3581,4.0
resp2720,resp3280,5.0
resp2721,resp3834,5.0
resp2721,resp5965,5.0
resp2721,resp1613,5.0
resp2721,resp5977,5.0
resp2728,resp2461,5.0
resp2728,resp1534,5.0
resp2732,resp3356,5.0
resp2732,resp3494,5.0
resp2732,resp3315,5.0
resp2732,resp1669,5.0
resp2734,resp169,5.0
resp2735,resp1282,5.0
resp2735,resp232,5.0
resp2735,resp4470,5.0
resp2735,resp1472,5.0
resp2736,resp2461,5.0
resp2736,resp3448,5.0
resp2741,resp595,4.0
resp2741,resp5731,4.0
resp2741,resp4774,4.0
resp2741,resp3989,4.0
resp2742,resp6026,5.0
resp2742,resp2480,5.0
resp2742,resp2890,5.0
resp2744,resp4214,3.0
resp2746,resp2461,5.0
resp2746,resp6009,5.0
resp2751,resp2143,5.0
resp2751,resp2983,2.0
resp2751,resp1376,3.0
resp2751,resp5488,3.0
resp2755,resp3448,5.0
resp2755,resp2855,5.0
resp2756,resp3221,5.0
resp2756,resp2903,5.0
resp2756,resp1447,5.0
resp2757,resp1411,3.0
resp2757,resp3182,3.0
resp2757,resp5588,3.0
resp2757,resp870,3.0
resp2759,resp5944,
resp2759,resp3977,
resp2761,resp1595,5.0
resp2768,resp2461,5.0
resp2768,resp1534,5.0
resp2769,resp545,4.0
resp2773,resp3171,4.0
resp2776,resp3848,5.0
resp2776,resp3961,5.0
resp2776,resp2983,5.0
resp2777,resp4903,5.0
resp2780,resp346,
resp2784,resp1674,5.0
resp2787,resp1534,5.0
resp2787,resp2461,4.0
resp2788,resp5622,5.0
resp2788,resp4041,5.0
resp2789,resp402,4.0
resp2789,resp3861,5.0
resp2789,resp4746,5.0
resp2789,resp3008,4.0
resp2791,resp793,4.0
resp2792,resp1472,5.0
resp2792,resp232,5.0
resp2792,resp4823,5.0
resp2792,resp1282,5.0
resp2795,resp2834,
resp2797,resp5486,5.0
resp2798,resp6187,4.0
resp2798,resp6255,4.0
resp2798,resp5584,5.0
resp2801,resp536,5.0
resp2802,resp4417,5.0
resp2802,resp4915,5.0
resp2803,resp4374,4.0
resp2803,resp3280,4.0
resp2803,resp1472,4.0
resp2803,resp231,4.0
resp2804,resp2834,1.0
resp2804,resp3365,1.0
resp2805,resp4643,3.0
resp2805,resp5220,3.0
resp2805,resp6220,4.0
resp2805,resp51,5.0
resp2808,resp4166,5.0
resp2808,resp4001,5.0
resp2808,resp871,5.0
resp2808,resp3989,5.0
resp2813,resp597,5.0
resp2813,resp4245,5.0
resp2813,resp3586,5.0
resp2813,resp4882,5.0
resp2814,resp4269,4.0
resp2815,resp2228,4.0
resp2816,resp3,3.0
resp2817,resp469,4.0
resp2817,resp5584,4.0
resp2818,resp213,5.0
resp2820,resp85,5.0
resp2820,resp3215,5.0
resp2820,resp2332,5.0
resp2820,resp4309,5.0
resp2821,resp2150,3.0
resp2821,resp1428,3.0
resp2821,resp5714,2.0
resp2824,resp1545,3.0
resp2828,resp2983,5.0
resp2828,resp2947,5.0
resp2828,resp5410,5.0
resp2828,resp1545,5.0
resp2830,resp595,4.0
resp2830,resp4326,4.0
resp2833,resp5787,5.0
resp2833,resp2295,5.0
resp2834,resp2824,4.0
resp2834,resp2249,4.0
resp2838,resp1376,5.0
resp2838,resp91,5.0
resp2839,resp4794,5.0
resp2839,resp3427,5.0
resp2839,resp142,5.0
resp2839,resp357,5.0
resp2840,resp4774,
resp2840,resp3488,
resp2841,resp1786,3.0
resp2846,resp4774,5.0
resp2846,resp4326,5.0
resp2846,resp608,5.0
resp2846,resp4166,5.0
resp2848,resp5941,5.0
resp2848,resp5497,5.0
resp2848,resp2339,5.0
resp2848,resp494,5.0
resp2850,resp2250,3.0
resp2854,resp6078,5.0
resp2855,resp3448,5.0
resp2856,resp4418,5.0
resp2864,resp3301,5.0
resp2864,resp3415,5.0
resp2864,resp1790,5.0
resp2864,resp6189,5.0
resp2865,resp1376,4.0
resp2865,resp2435,4.0
resp2865,resp854,4.0
resp2865,resp96,4.0
resp2869,resp1571,4.0
resp2869,resp2954,2.0
resp2869,resp1606,2.0
resp2869,resp3402,1.0
resp2870,resp6081,3.0
resp2870,resp3545,5.0
resp2870,resp1487,5.0
resp2870,resp4072,5.0
resp2872,resp494,5.0
resp2873,resp2545,5.0
resp2874,resp469,5.0
resp2874,resp188,5.0
resp2875,resp1606,5.0
resp2875,resp2302,5.0
resp2875,resp4017,4.0
resp2881,resp255,4.0
resp2881,resp608,5.0
resp2881,resp2163,5.0
resp2885,resp6237,4.0
resp2885,resp2816,4.0
resp2886,resp4374,5.0
resp2886,resp3280,5.0
resp2886,resp1472,5.0
resp2887,resp6055,5.0
resp2887,resp4169,5.0
resp2887,resp4494,5.0
resp2887,resp4765,5.0
resp2888,resp1268,5.0
resp2888,resp2039,5.0
resp2888,resp5617,5.0
resp2890,resp1723,
resp2891,resp689,5.0
resp2891,resp195,4.0
resp2891,resp878,4.0
resp2891,resp6009,5.0
resp2892,resp6113,5.0
resp2892,resp6009,5.0
resp2892,resp1638,5.0
resp2892,resp4948,5.0
resp2893,resp1423,5.0
resp2893,resp1559,5.0
resp2893,resp4754,4.0
resp2893,resp5250,5.0
resp2896,resp1153,5.0
resp2900,resp3977,4.0
resp2900,resp4814,5.0
resp2900,resp5944,4.0
resp2904,resp490,
resp2904,resp2511,
resp2904,resp4935,
resp2904,resp2300,
resp2905,resp2543,5.0
resp2905,resp2969,5.0
resp2905,resp2804,4.0
resp2905,resp96,5.0
resp2906,resp4308,4.0
resp2909,resp3545,4.0
resp2909,resp4072,4.0
resp2909,resp2956,4.0
resp2909,resp3512,4.0
resp2912,resp1772,4.0
resp2913,resp5788,4.0
resp2913,resp6171,4.0
resp2915,resp1376,4.0
resp2915,resp96,4.0
resp2915,resp2804,4.0
resp2915,resp413,4.0
resp2917,resp3752,5.0
resp2917,resp742,5.0
resp2917,resp1570,5.0
resp2917,resp2125,4.0
resp2918,resp1723,5.0
resp2918,resp2480,5.0
resp2918,resp3808,4.0
resp2918,resp4809,4.0
resp2919,resp2300,4.0
resp2919,resp488,4.0
resp2927,resp2562,4.0
resp2927,resp4086,4.0
resp2935,resp3448,4.0
resp2939,resp346,5.0
