uid,function,hierarchy,region,operation,clocent
resp3284,logistics,E,country-wide,implementation,0
resp3286,business,E,country-wide,business_mng,0.658317744
resp3287,business,E,country-wide,business_mng,0.735039318
resp3289,business,E,country-wide,business_mng,0.693571972
resp3292,it,E,country-wide,service,0
resp3293,business,E,country-wide,business_mng,0.762565679
resp3296,network,TL,east,implementation,0.731360317
resp3297,network,TL,east,implementation,0
resp3300,mng,E,west,service,0
resp3301,network,MM,west,implementation,0.852911797
resp3303,network,E,east,business_mng,0.787273596
resp3304,logistics,E,central,implementation,0.782172246
resp3305,business,E,country-wide,business_mng,0.828179373
resp3307,control,E,central,business_mng,0.711044001
resp3308,network,TL,east,implementation,0.761489183
resp3310,hr,E,central,implementation,0.841034201
resp3311,network,MM,west,implementation,0.910167231
resp3312,hr,E,west,service,0.931218182
resp3313,network,TL,central,implementation,0.759351083
resp3314,mng,E,country-wide,service,0.849200219
resp3315,logistics,E,country-wide,implementation,0
resp3316,it,E,country-wide,service,0.693464414
resp3317,network,TL,west,implementation,0
resp3319,business,E,country-wide,business_mng,0.738549756
resp3320,mng,E,country-wide,service,0.743743731
resp3321,logistics,E,east,implementation,0.826125853
resp3322,logistics,E,east,implementation,0.818541487
resp3323,network,TL,east,implementation,0.011764644
resp3324,logistics,E,east,implementation,0
resp3325,network,TL,west,implementation,0.773249296
resp3328,network,MM,west,implementation,0.809726923
resp3329,logistics,E,west,implementation,0
resp3330,it,E,country-wide,service,0.767852343
resp3331,hr,E,central,service,0.777024641
resp3332,business,E,country-wide,business_mng,0.749506907
resp3333,logistics,E,country-wide,business_mng,0
resp3334,network,TL,central,implementation,0.706647921
resp3338,network,MM,west,implementation,0
resp3339,network,TL,west,implementation,0.644099222
resp3340,network,TL,west,implementation,0
resp3341,network,MM,central,implementation,0.760467144
resp3342,mng,E,west,service,0
resp3343,business,E,country-wide,business_mng,0.610232588
resp3344,network,TL,central,implementation,0.742833726
resp3348,hr,E,east,implementation,0.812133959
resp3350,network,TL,east,implementation,0
resp3352,logistics,E,central,implementation,0.8578837
resp3353,network,E,country-wide,business_mng,0.728698583
resp3354,network,TL,west,implementation,0.758402509
resp3355,it,E,west,service,0
resp3356,logistics,MM,country-wide,implementation,0.854868935
resp3358,it,E,country-wide,service,0.764343553
resp3359,network,TL,central,implementation,0.753677969
resp3361,network,MM,west,implementation,0.013071826
resp3362,mng,E,east,service,0.800943605
resp3363,network,E,central,business_mng,0.754867773
resp3364,network,TL,east,implementation,0
resp3365,network,MM,country-wide,business_mng,0.73543505
resp3366,network,TL,west,implementation,0
resp3367,logistics,E,country-wide,implementation,0.776582899
resp3368,network,TL,east,implementation,0.742060291
resp3369,business,E,country-wide,service,0
resp3370,network,TL,west,implementation,0
resp3371,network,MM,east,implementation,0.788726932
resp3372,network,MM,east,implementation,0
resp3374,business,E,country-wide,business_mng,0
resp3376,mng,E,east,implementation,0
resp3377,mng,E,east,service,0.647421108
resp3378,network,TL,central,implementation,0
resp3380,hr,E,east,service,0
resp3383,hr,E,east,service,0
resp3384,business,E,country-wide,business_mng,0.688657389
resp3387,network,TL,central,implementation,0
resp3388,network,TL,east,implementation,0
resp3390,mng,E,country-wide,corp_gov,0.682634899
resp3391,hr,E,country-wide,service,0.710230149
resp3392,logistics,TL,east,implementation,0.879499508
resp3393,it,E,country-wide,service,0.712050381
resp3394,business,E,country-wide,implementation,0.019251235
resp3396,hr,E,west,implementation,0.734075289
resp3397,leadership,E,country-wide,corp_gov,0.73998338
resp3398,network,TL,central,implementation,0
resp3399,network,TL,east,implementation,0.802983826
resp3400,network,TL,central,implementation,0
resp3401,mng,E,country-wide,corp_gov,0.64051703
resp3402,business,E,country-wide,business_mng,0.738150665
resp3404,mng,E,west,service,0.738764748
resp3406,hr,E,east,implementation,0
resp3407,hr,E,west,implementation,0.720886197
resp3409,hr,E,west,implementation,0.789638799
resp3410,hr,E,central,service,0.76034377
resp3411,it,E,country-wide,service,0.760513679
resp3414,network,MM,central,implementation,0.788271788
resp3415,network,TL,west,implementation,0
resp3416,business,E,country-wide,business_mng,0.747067742
resp3419,network,MM,east,implementation,0
resp3420,network,TL,central,implementation,0
resp3421,it,E,country-wide,service,0.776104911
resp3423,logistics,E,country-wide,implementation,0
resp3427,mng,TL,country-wide,service,0
resp3428,network,TL,east,implementation,0.879169312
resp3429,network,MM,central,implementation,0.787510835
resp3431,logistics,E,east,implementation,0
resp3432,hr,E,central,service,0.698292346
resp3433,hr,E,west,implementation,0
resp3434,business,TL,country-wide,implementation,0.617386993
resp3435,hr,E,central,service,0.751453734
resp3436,logistics,E,east,implementation,0.821079604
resp3437,logistics,E,west,implementation,0.754631794
resp3438,it,E,country-wide,service,0
resp3439,network,MM,west,implementation,0.84044872
resp3440,business,E,country-wide,implementation,0.647404811
resp3441,business,E,country-wide,implementation,0.617596174
resp3442,logistics,E,west,implementation,0.649662599
resp3443,hr,E,central,service,0.769981136
resp3444,business,E,country-wide,business_mng,0.768932912
resp3445,control,E,central,business_mng,0.749906018
resp3446,logistics,E,country-wide,business_mng,0
resp3447,business,TM,country-wide,corp_gov,0.714004348
resp3448,hr,TL,central,service,0.843606187
resp3449,network,TL,west,implementation,0
resp3452,network,E,west,business_mng,0.762175656
resp3453,business,E,country-wide,business_mng,0.733521448
resp3455,mng,E,country-wide,service,0.92952151
resp3456,network,TL,east,implementation,0.836759154
resp3457,business,E,country-wide,implementation,0
resp3458,business,TM,country-wide,corp_gov,0
resp3459,hr,E,country-wide,corp_gov,0.777430013
resp3460,mng,E,country-wide,corp_gov,0
resp3464,it,E,west,service,0
resp3465,mng,E,west,implementation,0.778309478
resp3466,business,E,country-wide,business_mng,0.745541176
resp3470,network,TL,west,implementation,0
resp3471,network,TL,central,implementation,0.002614365
resp3472,network,TL,west,implementation,0
resp3473,network,TL,east,implementation,0
resp3474,business,E,country-wide,business_mng,0.629323584
resp3475,network,E,country-wide,business_mng,0.789867095
resp3476,network,TL,east,implementation,0.770887075
resp3477,control,E,country-wide,corp_gov,0
resp3478,mng,E,country-wide,corp_gov,0.756791866
resp3479,mng,E,country-wide,service,0
resp3480,leadership,TM,country-wide,corp_gov,0.840491813
resp3483,hr,E,central,service,0
resp3484,hr,E,west,service,0.727891289
resp3485,network,TL,west,implementation,0
resp3486,mng,E,country-wide,service,0.841299144
resp3487,network,TL,west,implementation,0
resp3488,network,MM,west,implementation,0
resp3490,network,TL,west,implementation,0.851864533
resp3493,network,TL,central,implementation,0
resp3494,logistics,MM,country-wide,implementation,0.904941583
resp3496,mng,E,country-wide,service,0
resp3497,it,E,country-wide,service,0.742161082
resp3498,logistics,E,country-wide,implementation,0.788332878
resp3499,hr,E,west,implementation,0.946372139
resp3501,control,E,country-wide,corp_gov,0
resp3502,it,E,country-wide,service,0.747730501
resp3503,hr,E,west,service,0
resp3505,hr,E,east,service,0.797010348
resp3506,business,E,country-wide,implementation,0.695816341
resp3507,network,TL,central,implementation,0
resp3508,business,E,country-wide,service,0.758858934
resp3510,business,E,country-wide,business_mng,0
resp3511,logistics,TL,east,implementation,0.878792249
resp3512,it,E,east,service,0.796274741
resp3513,mng,E,country-wide,corp_gov,0.850919426
resp3515,network,TL,central,implementation,0
resp3516,hr,E,country-wide,corp_gov,0.884912105
resp3518,business,E,country-wide,business_mng,0.819451776
resp3520,business,TL,country-wide,business_mng,0.830022372
resp3521,mng,E,central,implementation,0.00522873
resp3524,it,E,country-wide,service,0.794383902
resp3525,network,TL,west,implementation,0
resp3526,mng,E,country-wide,service,0.858945285
resp3528,network,TL,west,implementation,0
resp3531,mng,E,west,service,0
resp3532,mng,E,country-wide,service,0.65167531
resp3535,network,TL,west,implementation,0
resp3536,business,E,country-wide,implementation,0.565313892
resp3537,it,E,country-wide,service,0.66983131
resp3538,hr,E,west,service,0.78154438
resp3539,it,E,country-wide,service,0.737785211
resp3540,network,TL,east,implementation,0
resp3541,business,E,country-wide,business_mng,0.864289351
resp3542,network,TL,west,implementation,0
resp3545,it,TL,east,service,0.875834143
resp3546,mng,E,west,service,0.775243341
resp3547,mng,E,east,service,0.726343133
resp3549,business,TL,country-wide,business_mng,0.763844913
resp3550,mng,E,central,service,0.837657102
resp3554,network,MM,east,implementation,0.864243783
resp3555,hr,E,central,implementation,0.797744624
resp3556,business,E,country-wide,implementation,0
resp3557,hr,E,country-wide,corp_gov,0.75243764
resp3558,mng,E,country-wide,corp_gov,0.81931883
resp3559,hr,E,central,implementation,0
resp3560,security,E,east,service,0.839888909
resp3561,business,E,country-wide,business_mng,0.762790734
resp3562,mng,MM,country-wide,corp_gov,0.743103125
resp3563,network,TL,west,implementation,0
resp3565,business,E,country-wide,business_mng,0.805806516
resp3567,network,MM,west,implementation,0
resp3568,network,TL,east,implementation,0.87168901
resp3569,logistics,E,country-wide,implementation,0.698517442
resp3570,logistics,E,country-wide,implementation,0
resp3571,network,TL,east,implementation,0.75241809
resp3572,network,TL,east,implementation,0.771681118
resp3574,network,E,country-wide,business_mng,0.758577992
resp3575,network,E,west,business_mng,0.858810281
resp3578,mng,E,country-wide,corp_gov,0.767205459
resp3579,mng,E,country-wide,corp_gov,0.661308566
resp3580,business,E,country-wide,business_mng,0.694110426
resp3581,business,E,country-wide,business_mng,0.67128514
resp3582,network,TL,central,implementation,0
resp3583,mng,E,east,service,0
resp3584,logistics,E,country-wide,implementation,0.781176166
resp3586,network,TL,central,implementation,0.825923909
resp3587,business,E,country-wide,business_mng,0.629014268
resp3588,it,E,central,service,0
resp3590,business,E,country-wide,business_mng,0.786230123
resp3594,network,TL,central,implementation,0.796429493
resp3595,it,TL,country-wide,service,0
resp3596,logistics,E,country-wide,implementation,0
resp3597,business,E,country-wide,business_mng,0.758587218
resp3599,mng,E,country-wide,service,0.782402359
resp3600,logistics,E,west,implementation,0.006971641
resp3601,network,MM,west,implementation,0.834076824
resp3602,network,E,central,business_mng,0.876021367
resp3604,network,TL,west,implementation,0
resp3605,business,TL,country-wide,implementation,0.693835554
resp3606,logistics,E,east,implementation,0.82137154
resp3607,logistics,E,country-wide,implementation,0
resp3608,it,TL,country-wide,service,0.765057025
resp3609,mng,E,country-wide,service,0.721715582
resp3613,business,TL,country-wide,implementation,0.668983872
resp3614,business,TL,country-wide,implementation,0
resp3615,mng,E,country-wide,service,0
resp3616,business,E,central,implementation,0.926879464
resp3617,hr,E,east,implementation,0.726021429
resp3618,it,E,country-wide,service,0.68727147
resp3620,business,MM,country-wide,business_mng,0.877381139
resp3621,hr,E,central,service,0
resp3623,it,E,country-wide,service,0.700248273
resp3624,mng,E,east,implementation,0.770161363
resp3625,business,E,east,implementation,0
resp3626,hr,E,east,service,0.808329396
resp3627,network,TL,west,implementation,0.827215978
resp3628,network,E,west,business_mng,0.781246393
resp3629,it,E,country-wide,service,0
resp3632,logistics,E,east,implementation,0.691698789
resp3634,network,E,country-wide,business_mng,0.758367422
resp3637,network,TL,east,implementation,0
resp3639,network,TL,central,implementation,0.733700628
resp3640,network,TL,central,implementation,0.7888954
resp3641,hr,E,central,service,0
resp3642,mng,E,central,implementation,0
resp3643,logistics,E,country-wide,implementation,0.739520842
resp3644,hr,E,east,service,0.729154034
resp3646,control,E,west,business_mng,0
resp3650,logistics,E,country-wide,implementation,0.805865583
resp3651,business,E,country-wide,business_mng,0.783861507
resp3652,business,E,country-wide,business_mng,0.778943732
resp3653,logistics,E,west,implementation,0
resp3655,mng,E,country-wide,corp_gov,0.689758545
resp3656,logistics,E,country-wide,implementation,0
resp3658,business,E,country-wide,business_mng,0.723612341
resp3659,logistics,E,west,implementation,0.59854673
resp3660,leadership,E,country-wide,corp_gov,0.778944679
resp3663,security,E,country-wide,corp_gov,0
resp3664,hr,E,central,service,0
resp3665,business,E,country-wide,service,0.755222844
resp3667,network,TL,central,implementation,0.854690642
resp3668,network,TL,east,implementation,0.722187321
resp3670,network,TL,west,implementation,0.653596403
resp3671,logistics,E,central,implementation,0.736807351
resp3672,it,E,east,service,0.747278363
resp3673,logistics,MM,west,implementation,0.820138682
resp3674,mng,E,country-wide,corp_gov,0.832551771
resp3675,security,E,country-wide,service,0.783824025
resp3676,logistics,E,country-wide,implementation,0.738183906
resp3678,business,E,country-wide,business_mng,0
resp3681,business,E,country-wide,service,0
resp3683,network,TL,west,implementation,0.808777922
resp3684,network,E,east,business_mng,0.803062504
resp3685,it,E,east,service,0
resp3687,business,E,country-wide,business_mng,0.719785522
resp3688,network,TL,east,implementation,0
resp3689,hr,E,central,implementation,0.618399267
resp3690,it,E,country-wide,service,0.728603068
resp3691,it,E,east,service,0
resp3693,network,E,west,business_mng,0
resp3697,logistics,E,country-wide,service,0
resp3698,business,E,country-wide,implementation,0
resp3699,leadership,E,country-wide,corp_gov,0.713942153
resp3701,network,E,country-wide,business_mng,0.748464081
resp3703,network,TL,central,implementation,0.796095619
resp3704,logistics,E,country-wide,implementation,0
resp3705,network,TL,west,implementation,0
resp3709,mng,E,east,service,0.755787097
resp3710,business,E,country-wide,business_mng,0
resp3711,mng,E,country-wide,service,0.750314086
resp3712,logistics,E,country-wide,implementation,0.802825229
resp3713,hr,E,east,service,0.750142405
resp3714,business,E,country-wide,implementation,0
resp3715,business,E,country-wide,business_mng,0.805667543
resp3716,business,E,country-wide,business_mng,0.758683321
resp3720,business,E,central,implementation,0.713307662
resp3721,mng,E,country-wide,service,0.709553797
resp3725,logistics,E,east,business_mng,0.874106982
resp3726,network,TL,east,implementation,0
resp3727,logistics,E,west,implementation,0
resp3728,network,TL,east,implementation,0.859125358
resp3729,mng,E,country-wide,corp_gov,0.804047277
resp3733,business,E,country-wide,service,0
resp3734,network,E,west,business_mng,0.735006359
resp3735,logistics,E,country-wide,implementation,0
resp3736,network,TL,west,implementation,0.74519761
resp3738,logistics,E,east,implementation,0
resp3739,business,E,country-wide,business_mng,0.749559277
resp3740,logistics,E,country-wide,implementation,0.010457461
resp3743,mng,E,country-wide,service,0
resp3744,business,E,country-wide,implementation,0
resp3746,control,E,east,business_mng,0.799732245
resp3747,network,MM,east,implementation,0.840534911
resp3748,network,TL,east,implementation,0.853755824
resp3749,business,E,country-wide,business_mng,0.781246393
resp3750,network,TL,east,implementation,0
resp3751,mng,E,country-wide,corp_gov,0.808927745
resp3752,business,MM,country-wide,implementation,0.724353152
resp3753,network,TL,west,implementation,0
resp3754,leadership,E,country-wide,corp_gov,0
resp3755,network,E,west,business_mng,0.9158116
resp3756,business,TL,country-wide,service,0
resp3759,mng,E,country-wide,service,0.671687752
resp3761,network,TL,central,implementation,0.828996034
resp3762,control,E,east,business_mng,0
resp3763,security,E,country-wide,corp_gov,0.597330545
resp3765,network,TL,west,implementation,0
resp3767,mng,E,country-wide,corp_gov,0.832118041
resp3769,mng,E,west,implementation,0.764606968
resp3771,leadership,E,country-wide,service,0.718259216
resp3772,network,TL,east,implementation,0
resp3773,leadership,E,country-wide,service,0
resp3774,network,E,east,business_mng,0.887310453
resp3775,mng,E,country-wide,service,0.825258613
resp3776,control,E,west,business_mng,0.738682882
resp3777,network,TL,central,implementation,0
resp3779,logistics,E,country-wide,implementation,0.778660193
resp3780,business,E,country-wide,business_mng,0.868042355
resp3781,logistics,TL,country-wide,implementation,0.775517426
resp3782,network,TL,central,implementation,0.706877248
resp3784,business,E,country-wide,business_mng,0.707349263
resp3785,network,TL,east,implementation,0.750139707
resp3786,mng,E,country-wide,service,0
resp3789,logistics,E,country-wide,implementation,0
resp3790,logistics,E,country-wide,implementation,0.87893361
resp3791,logistics,E,central,implementation,0.733171246
resp3792,logistics,E,country-wide,implementation,0
resp3793,control,E,central,business_mng,0
resp3794,it,E,country-wide,service,0
resp3795,logistics,E,country-wide,implementation,0
resp3796,network,MM,central,implementation,0.759843871
resp3797,logistics,TL,country-wide,implementation,0.778870656
resp3798,mng,E,west,service,0.74679325
resp3800,mng,E,country-wide,corp_gov,0.716031618
resp3801,business,E,country-wide,implementation,0.656205777
resp3802,mng,E,east,service,0.708367983
resp3804,business,E,country-wide,business_mng,0.716219331
resp3805,network,TL,east,implementation,0
resp3806,network,TL,east,implementation,0
resp3807,network,TL,central,implementation,0
resp3808,logistics,E,east,business_mng,0
resp3809,business,E,country-wide,implementation,0.727380157
resp3811,network,MM,central,implementation,0.727794117
resp3813,mng,E,country-wide,service,0.804239322
resp3814,leadership,E,country-wide,service,0
resp3816,business,E,country-wide,business_mng,0.734736975
resp3817,mng,E,central,implementation,0.666913487
resp3819,logistics,E,east,implementation,0.844867118
resp3820,logistics,E,east,implementation,0
resp3821,hr,E,east,service,0.786720667
resp3822,network,TL,central,implementation,0
resp3823,network,TL,central,implementation,0.791927718
resp3824,business,E,country-wide,business_mng,0.78449925
resp3825,business,E,country-wide,business_mng,0.802512084
resp3829,network,E,country-wide,business_mng,0.7729576
resp3830,network,TL,central,implementation,0.738383416
resp3832,mng,E,country-wide,service,0
resp3833,logistics,E,central,implementation,0.716870108
resp3834,mng,TL,country-wide,service,0.822938492
resp3835,business,E,country-wide,implementation,0
resp3836,it,E,country-wide,service,0.797980325
resp3837,logistics,E,east,implementation,0
resp3838,business,E,country-wide,implementation,0.013071826
resp3839,network,TL,east,implementation,0.69170866
resp3840,hr,E,west,implementation,0.730057919
resp3841,business,E,country-wide,business_mng,0.743393474
resp3842,hr,E,country-wide,service,0
resp3844,leadership,E,country-wide,corp_gov,0
resp3845,network,TL,central,implementation,0.712979506
resp3846,business,E,country-wide,service,1
resp3847,business,E,country-wide,service,0.79361471
resp3848,leadership,E,country-wide,corp_gov,0
resp3849,network,MM,east,implementation,0.848936342
resp3851,network,E,west,business_mng,0.725122172
resp3855,logistics,E,country-wide,implementation,0.010457461
resp3857,network,TL,east,implementation,0
resp3858,business,E,country-wide,implementation,0.002614365
resp3860,network,TL,central,implementation,0
resp3861,logistics,E,country-wide,implementation,0
resp3862,business,E,country-wide,implementation,0.75210072
resp3864,network,TL,central,implementation,0
resp3866,logistics,E,east,business_mng,0.787785735
resp3867,business,E,country-wide,implementation,0
resp3868,network,MM,east,implementation,0
resp3869,mng,E,country-wide,service,0.783289113
resp3870,it,E,country-wide,service,0
resp3871,hr,E,central,implementation,0.777072836
resp3874,security,E,east,service,0.791698229
resp3875,business,E,country-wide,implementation,0
resp3876,network,TL,east,implementation,0.720834112
resp3878,business,E,country-wide,implementation,0
resp3879,network,E,east,business_mng,0.798719087
resp3880,business,E,country-wide,business_mng,0
resp3881,business,E,country-wide,implementation,0.618536178
resp3882,mng,E,country-wide,service,0.807731932
resp3883,network,MM,east,implementation,0.894229002
resp3884,business,E,country-wide,business_mng,0
resp3885,network,E,west,business_mng,0.841551615
resp3887,network,MM,central,implementation,0.801531066
resp3890,logistics,TL,country-wide,implementation,0.879593895
resp3891,logistics,E,country-wide,implementation,0
resp3892,network,MM,west,implementation,0.732655518
resp3893,business,TM,country-wide,business_mng,0.858675318
resp3894,logistics,E,country-wide,implementation,0.780517651
resp3895,network,TL,central,implementation,0
resp3896,network,MM,east,implementation,0.900714975
resp3897,network,MM,east,implementation,0
resp3899,network,TL,east,implementation,0.738988693
resp3901,business,E,country-wide,business_mng,0.795540492
resp3902,control,E,central,business_mng,0.722325371
resp3903,network,E,central,business_mng,0.744588318
resp3904,business,E,country-wide,business_mng,0.803870507
resp3905,network,TL,west,implementation,0.744641967
resp3906,business,E,country-wide,business_mng,0.814746454
resp3908,network,TL,east,implementation,0.725540984
resp3909,logistics,E,country-wide,business_mng,0.766634291
resp3910,network,TL,west,implementation,0
resp3913,control,E,east,business_mng,0.819359783
resp3914,network,MM,east,implementation,0.626226766
resp3916,network,TL,central,implementation,0.721847453
resp3918,hr,E,east,implementation,0
resp3920,network,E,central,business_mng,0.783786546
resp3921,control,TL,west,business_mng,0.765950742
resp3922,logistics,E,central,implementation,0.703633162
resp3923,network,TL,central,implementation,0
resp3924,it,E,country-wide,service,0.799732245
resp3925,it,E,west,service,0
resp3926,logistics,E,west,implementation,0
resp3929,network,TL,east,implementation,0.837015514
resp3930,network,TL,central,implementation,0
resp3931,network,TL,central,implementation,0.721984685
resp3933,logistics,E,country-wide,implementation,0
resp3934,mng,E,country-wide,corp_gov,0.7299983
resp3935,control,E,country-wide,corp_gov,0.755501306
resp3937,network,TL,central,implementation,0.706589248
resp3938,network,TL,east,implementation,0
resp3939,network,TL,central,implementation,0
resp3940,hr,E,east,service,0.763631409
resp3941,mng,E,country-wide,service,0.746317239
resp3942,hr,E,east,service,0.746709476
resp3943,hr,E,central,service,0
resp3944,network,TL,east,implementation,0.710507209
resp3945,mng,E,central,implementation,0
resp3947,business,E,country-wide,business_mng,0.807740383
resp3948,hr,E,east,service,0.74611342
resp3949,network,MM,east,implementation,0.830905912
resp3950,mng,E,country-wide,service,0.714139264
resp3952,network,TL,east,implementation,0
resp3953,business,E,country-wide,business_mng,0.775578853
resp3954,mng,E,country-wide,service,0.631187995
resp3955,mng,TL,country-wide,service,0
resp3956,network,MM,east,implementation,0
resp3958,mng,E,country-wide,service,0.606105078
resp3959,network,MM,west,implementation,0.862243534
resp3960,logistics,E,east,implementation,0
resp3961,network,E,east,business_mng,0.830148477
resp3964,leadership,E,country-wide,corp_gov,0.747167684
resp3965,network,TL,west,implementation,0.00522873
resp3966,network,TL,east,implementation,0.002614365
resp3967,mng,E,country-wide,service,0.738075637
resp3968,network,TL,central,implementation,0.611366073
resp3969,logistics,E,east,implementation,0
resp3970,business,E,country-wide,business_mng,0.685317606
resp3971,logistics,E,central,implementation,0.706535792
resp3972,network,MM,west,implementation,0.850610338
resp3973,logistics,E,country-wide,implementation,0.744845222
resp3974,logistics,E,country-wide,implementation,0.756128596
resp3975,mng,E,country-wide,corp_gov,0
resp3976,network,TL,central,implementation,0.707305479
resp3977,network,TL,east,implementation,0.883671797
resp3978,control,TL,country-wide,corp_gov,0
resp3979,business,E,country-wide,implementation,0.671251861
resp3981,network,TL,central,implementation,0
resp3982,hr,E,country-wide,corp_gov,0.784987637
resp3983,control,E,country-wide,corp_gov,0.771393498
resp3985,mng,E,country-wide,service,0.753755751
resp3988,logistics,E,country-wide,implementation,0.724435362
resp3989,network,TM,west,business_mng,0
resp3990,business,E,country-wide,implementation,0
resp3991,control,E,west,business_mng,0.686005935
resp3992,network,TL,central,implementation,0.688004054
resp3993,network,TL,central,implementation,0.722136561
resp3994,business,E,country-wide,service,0
resp3995,it,E,country-wide,service,0.721547312
resp3997,business,E,country-wide,business_mng,0.758858934
resp3999,network,TL,west,implementation,0
resp4001,network,E,west,business_mng,0.809407062
resp4002,logistics,E,west,implementation,0
resp4003,network,TL,west,implementation,0
resp4005,leadership,E,country-wide,corp_gov,0.805168341
resp4007,business,E,country-wide,implementation,0
resp4008,network,MM,east,implementation,0.796816636
resp4009,network,TL,east,implementation,0.771938395
resp4012,mng,E,country-wide,corp_gov,0.801116803
resp4013,network,MM,central,implementation,0.796842737
resp4015,business,E,country-wide,implementation,0
resp4016,logistics,E,west,implementation,0
resp4017,business,E,country-wide,business_mng,0
resp4018,logistics,E,east,implementation,0
resp4020,it,E,country-wide,service,0.742598162
resp4021,network,TL,west,implementation,0.769041137
resp4023,network,MM,west,implementation,0.759711363
resp4024,logistics,E,country-wide,business_mng,0.883158755
resp4026,network,TL,west,implementation,0.79632711
resp4030,network,TL,west,implementation,0
resp4033,network,MM,east,implementation,0
resp4034,it,E,country-wide,service,0.828386488
resp4037,business,E,country-wide,business_mng,0
resp4038,network,TL,west,implementation,0.78812019
resp4039,network,TL,west,implementation,0.766634291
resp4041,mng,E,west,implementation,0
resp4042,business,E,country-wide,business_mng,0.885451858
resp4043,mng,E,country-wide,service,0
resp4045,network,MM,central,implementation,0
resp4046,network,TL,central,implementation,0.665123953
resp4049,business,TL,country-wide,business_mng,0.749456466
resp4050,hr,E,east,service,0.784011471
resp4051,leadership,E,country-wide,corp_gov,0.007843096
resp4052,business,E,country-wide,business_mng,0.720763433
resp4054,network,TL,central,implementation,0.003921548
resp4056,logistics,E,country-wide,implementation,0
resp4057,security,E,country-wide,corp_gov,0.805786355
resp4059,network,TL,west,implementation,0
resp4061,logistics,E,west,implementation,0
resp4065,logistics,E,country-wide,implementation,0.698168398
resp4066,network,TL,east,implementation,0.763506044
resp4067,network,TL,west,implementation,0
resp4068,network,MM,east,implementation,0.84871657
resp4069,network,TL,east,implementation,0.778715868
resp4070,business,E,country-wide,implementation,0
resp4071,logistics,E,country-wide,implementation,0
resp4072,it,E,east,service,0
resp4074,network,TL,east,implementation,0.758832841
resp4076,logistics,E,country-wide,implementation,0
resp4079,network,MM,west,implementation,0.790438414
resp4080,logistics,E,country-wide,implementation,0.651836238
resp4081,network,TL,east,implementation,0
resp4082,business,E,country-wide,business_mng,0.618457633
resp4083,mng,E,country-wide,service,0.790476531
resp4085,business,E,country-wide,implementation,0
resp4086,logistics,E,country-wide,implementation,0.698666432
resp4087,it,E,country-wide,service,0.702950891
resp4088,network,TL,central,implementation,0.740551698
resp4089,it,E,country-wide,service,0
resp4093,network,E,central,business_mng,0
resp4094,logistics,E,country-wide,implementation,0
resp4095,business,E,country-wide,business_mng,0.746709476
resp4096,it,E,country-wide,service,0.766452136
resp4098,network,MM,east,implementation,0.925794184
resp4099,network,TL,west,implementation,0
resp4100,hr,E,east,service,0.725924974
resp4101,network,E,east,business_mng,0.86781258
resp4102,network,TL,central,implementation,0
resp4105,network,TL,east,implementation,0.737453294
resp4106,network,TL,central,implementation,0.61271565
resp4107,mng,E,country-wide,service,0.799186379
resp4108,mng,E,country-wide,service,0.862742728
resp4113,logistics,E,country-wide,implementation,0.799784519
resp4114,hr,E,country-wide,corp_gov,0.823807007
resp4116,control,E,west,business_mng,0.811937995
resp4117,logistics,E,country-wide,implementation,0.810728118
resp4118,network,TL,central,implementation,0.705150355
resp4119,business,E,country-wide,business_mng,0.719141521
resp4120,network,E,west,business_mng,0
resp4121,business,E,country-wide,implementation,0
resp4122,network,TL,west,implementation,0
resp4123,network,E,east,business_mng,0.796855371
resp4125,it,E,country-wide,service,0
resp4126,network,E,east,business_mng,0
resp4127,logistics,E,country-wide,business_mng,0.863538658
resp4128,business,E,country-wide,business_mng,0.782532185
resp4129,network,MM,east,implementation,0.834331543
resp4130,business,E,country-wide,business_mng,0
resp4134,it,E,country-wide,service,0
resp4136,network,TL,east,implementation,0
resp4137,business,E,country-wide,business_mng,0.659562702
resp4138,hr,E,east,service,0.725539407
resp4139,network,TL,central,implementation,0
resp4140,network,E,east,business_mng,0.787878551
resp4141,control,E,country-wide,corp_gov,0
resp4142,network,TL,east,implementation,0.831329287
resp4143,business,E,country-wide,service,0.641532096
resp4145,control,E,west,business_mng,0.758086844
resp4148,leadership,E,country-wide,corp_gov,0.788878764
resp4149,network,TL,east,implementation,0
resp4150,network,TL,east,implementation,0.829743654
resp4151,business,E,country-wide,business_mng,0.74519761
resp4152,hr,E,west,implementation,0.790003235
resp4153,network,E,east,business_mng,0
resp4155,business,E,country-wide,business_mng,0.751966229
resp4156,logistics,E,country-wide,implementation,0.71472588
resp4159,logistics,E,west,implementation,0.795116018
resp4160,business,E,country-wide,business_mng,0
resp4161,logistics,E,central,implementation,0
resp4164,logistics,E,west,implementation,0
resp4165,logistics,E,west,implementation,0.710626202
resp4166,network,TL,west,business_mng,0.861790223
resp4169,network,TL,east,business_mng,0.859350555
resp4170,hr,E,west,service,0
resp4172,business,E,country-wide,implementation,0.733488652
resp4173,business,E,country-wide,implementation,0
resp4175,network,TL,east,implementation,0
resp4179,logistics,E,country-wide,implementation,0.820754648
resp4180,mng,E,west,service,0.868962671
resp4181,logistics,TL,country-wide,implementation,0.84871657
resp4182,business,E,country-wide,business_mng,0.786003924
resp4184,mng,E,east,implementation,0.702547299
resp4188,leadership,E,country-wide,service,0
resp4189,logistics,E,east,implementation,0
resp4190,logistics,TL,east,implementation,0
